,pw_accuracy,pw_precision,pw_recall,pw_f1,pw_specificity,pw_iou,ow_precision,ow_recall,ow_f1,ow_iou
0,0.9514280954996744,0.8154059560607116,0.8183862803806452,0.8168933999028735,0.9717293210204062,0.6904647475010375,0.47343903160073847,0.46590699601243685,0.46881022874370704,0.6486084088205663
