,pw_accuracy,pw_precision,pw_recall,pw_f1,pw_specificity,pw_iou,ow_precision,ow_recall,ow_f1,ow_iou
0,0.957269759405227,0.8320975413438915,0.847763736315339,0.839857588254503,0.9739473254466897,0.7239262867658565,0.5073888954596437,0.5185450755300781,0.5111922477387366,0.6812801303799059
