,pw_accuracy,pw_precision,pw_recall,pw_f1,pw_specificity,pw_iou,ow_precision,ow_recall,ow_f1,ow_iou
0,0.9601795862591456,0.8431966434888267,0.8553542610174681,0.8492319423225412,0.9759975216252379,0.7379696861212033,0.5265513230057407,0.5371559289269735,0.5299813259075972,0.6911851585952633
