,pw_accuracy,pw_precision,pw_recall,pw_f1,pw_specificity,pw_iou,ow_precision,ow_recall,ow_f1,ow_iou
0,0.9577686673118955,0.8402686637720533,0.8392091430009606,0.8397385691801662,0.9757734017891627,0.7237494472145057,0.5200485870128652,0.5244634488575328,0.5212559761182348,0.6864688343751405
