epoch,ResNet34_train_iou,ResNet34_val_iou,LambdaResNet26t_train_iou,LambdaResNet26t_val_iou,SwinNet26t_train_iou,SwinNet26t_val_iou,HaloNet26t_train_iou,HaloNet26t_val_iou,BoTNet26t_train_iou,BoTNet26t_val_iou
73,,,0.6601067781448364,0.6676516532897949,0.6744056344032288,0.6751794815063477,0.6730209589004517,0.6715411543846129,0.6794369220733643,0.6833678483963013
74,,,0.6646543741226196,0.6731232404708862,0.6755963563919067,0.6787338852882385,0.6691293716430664,0.6709423661231995,0.6789147257804871,0.6833642721176147
75,,,0.6627781391143799,0.6753188967704773,0.672956109046936,0.6779990196228027,0.6726787686347961,0.6749166250228882,0.6795458197593689,0.677674412727356
76,,,0.6669832468032837,0.675007164478302,0.6762251257896423,0.678054690361023,0.6746230721473694,0.6754093766212463,0.681235134601593,0.6834951639175415
77,,,0.6658599376678467,0.6779149770736694,0.6793398261070251,0.6809110045433044,0.6733887195587158,0.6732358336448669,0.6790810227394104,0.6788026690483093
78,,,0.663899838924408,0.6751521229743958,0.6780374646186829,0.6800275444984436,0.6735516190528871,0.6773584485054016,0.6812168955802917,0.6827603578567505
79,,,0.6664015054702759,0.6797204613685608,0.6777649521827698,0.6798575520515442,0.6731191873550415,0.6774387955665588,0.6822863817214966,0.6854583621025085
80,,,0.6662502884864807,0.6775338053703308,0.6774790287017822,0.6845983862876892,0.6747108697891235,0.6756953001022339,0.6847090721130371,0.6820928454399109
81,,,0.6664971113204956,0.678817629814148,0.6809889674186707,0.680117130279541,0.6755406856536865,0.6790174245834351,0.6846709847450256,0.6797665953636169
82,,,0.6690648198127747,0.6785793900489807,0.6813367605209351,0.6827182769775391,0.6761162877082825,0.676790714263916,0.6855054497718811,0.6838956475257874
83,,,0.6692318320274353,0.6769381165504456,0.6815005540847778,0.68603515625,0.6767498254776001,0.6790866255760193,0.6856997609138489,0.6861958503723145
84,,,0.667535126209259,0.6780654191970825,0.6797629594802856,0.6815564632415771,0.6741858720779419,0.6835983991622925,0.6854338645935059,0.6831814646720886
85,,,0.6713359355926514,0.6815191507339478,0.6829143762588501,0.6859020590782166,0.6756021976470947,0.6859241127967834,0.685672402381897,0.6829107999801636
86,,,0.668947696685791,0.6813279986381531,0.6807515025138855,0.6820427775382996,0.6787896156311035,0.6772234439849854,0.6848739981651306,0.6850944757461548
87,,,0.6689524054527283,0.681900143623352,0.6818003058433533,0.6879334449768066,0.677301824092865,0.6787773370742798,0.6859620809555054,0.688877284526825
88,,,0.6714848279953003,0.6821258664131165,0.6822704076766968,0.6872711181640625,0.6815778017044067,0.6809098124504089,0.6855974197387695,0.6874903440475464
89,,,0.6732709407806396,0.681193470954895,0.6872435212135315,0.684772253036499,0.6799339056015015,0.6769662499427795,0.6879979968070984,0.6911239624023438
90,,,0.672469437122345,0.6849305033683777,0.6826484203338623,0.6864010095596313,0.677924394607544,0.6758730411529541,0.6866742968559265,0.6920047998428345
91,,,0.6750749349594116,0.6844199299812317,0.685158371925354,0.6831231117248535,0.6807648539543152,0.6815300583839417,0.6884526610374451,0.6866206526756287
92,,,0.6741716861724854,0.6819802522659302,0.6853041648864746,0.692420244216919,0.6800565123558044,0.6833341121673584,0.6878322958946228,0.6889601349830627
93,,,0.6779106855392456,0.68385249376297,0.6871796250343323,0.6901146769523621,0.6817173361778259,0.6842419505119324,0.6870367527008057,0.6905544996261597
94,,,0.6731081008911133,0.6823172569274902,0.6866714954376221,0.6877270936965942,0.6801441311836243,0.6860445737838745,0.6878211498260498,0.6935915946960449
95,,,0.6731998324394226,0.6868472695350647,0.6882331967353821,0.6907548904418945,0.6845862865447998,0.6825435161590576,0.6890583634376526,0.6886482238769531
96,,,0.676277756690979,0.6858399510383606,0.6861671209335327,0.6916241645812988,0.6840823292732239,0.6849831938743591,0.6905773878097534,0.6914297342300415
97,,,0.6783505082130432,0.6824586987495422,0.6900253891944885,0.6881322860717773,0.6825645565986633,0.6865084171295166,0.6909676790237427,0.6887550950050354
98,,,0.6754100918769836,0.6876201033592224,0.6879650354385376,0.6916913986206055,0.6831738352775574,0.6821331977844238,0.6926765441894531,0.6900321245193481
99,,,0.6770361065864563,0.6875993013381958,0.6898537278175354,0.6910777688026428,0.683593213558197,0.6873939037322998,0.6899557709693909,0.6909773349761963
100,,,0.6776978969573975,0.6878032684326172,0.6880806684494019,0.6923394799232483,0.687250018119812,0.6888763308525085,0.6898557543754578,0.6909480690956116
101,,,0.6787862777709961,0.6851494312286377,0.6883837580680847,0.6901713609695435,0.6832612156867981,0.6877634525299072,0.6904246211051941,0.6945463418960571
102,,,0.6797518730163574,0.6897798180580139,0.6911755204200745,0.6928765177726746,0.6854553818702698,0.6894659996032715,0.6898648142814636,0.6955950260162354
103,,,0.6802831888198853,0.6877765059471129,0.6917833685874939,0.6908292770385742,0.6842429637908936,0.6886133551597595,0.6928807497024536,0.6942480206489563
104,,,0.6770111918449402,0.6862486600875854,0.6907126903533936,0.6949067711830139,0.6836806535720825,0.6843709945678711,0.6939595937728882,0.6960715651512146
105,,,0.6812427639961243,0.6918979287147522,0.6912769079208374,0.6950157880783081,0.6853931546211243,0.6865938901901245,0.6912388205528259,0.6921514272689819
106,,,0.6813063025474548,0.690732479095459,0.690782904624939,0.6916376352310181,0.686517596244812,0.6918304562568665,0.6951756477355957,0.6939577460289001
107,,,0.6812397241592407,0.6919512152671814,0.6899803280830383,0.6946006417274475,0.68585205078125,0.6831439733505249,0.6943317055702211,0.6960088014602661
108,,,0.6805554628372192,0.6937776803970337,0.6904208064079285,0.6954869627952576,0.6869907379150391,0.6888536214828491,0.6932861804962158,0.6980629563331604
109,,,0.6793006062507629,0.6916396617889404,0.6921418309211731,0.6920562386512756,0.6893609762191772,0.6886109709739685,0.6926106214523315,0.6998667120933533
110,,,0.6820428371429443,0.6911518573760986,0.6943446397781372,0.691430926322937,0.6903775930404663,0.6919162273406982,0.6926018595695496,0.6951879858970642
111,,,0.6844695210456848,0.6935564875602722,0.6949130296707153,0.6952533125877379,0.6877562999725342,0.692084550857544,0.6956840753555298,0.6946467757225037
112,,,0.6831903457641602,0.6920970678329468,0.6937925815582275,0.6993439793586731,0.6880046725273132,0.694824755191803,0.6967642903327942,0.6970831155776978
113,,,0.6818817853927612,0.6945989727973938,0.6934020519256592,0.69721919298172,0.6895399689674377,0.6955795288085938,0.6943192481994629,0.7003412842750549
114,,,0.6825782656669617,0.6947392225265503,0.6958373785018921,0.6974261999130249,0.6895183324813843,0.6888455748558044,0.6962315440177917,0.6985465288162231
115,,,0.6843528747558594,0.694521427154541,0.6947675943374634,0.6956226229667664,0.6878740787506104,0.6956308484077454,0.6961535811424255,0.6972095966339111
116,,,0.6856868267059326,0.694329559803009,0.6958976984024048,0.6901066899299622,0.6894086003303528,0.690328061580658,0.6975759863853455,0.6954851746559143
117,,,0.683431088924408,0.6942269206047058,0.6950925588607788,0.6971578598022461,0.6899205446243286,0.6926444172859192,0.6961426138877869,0.6986486911773682
118,,,0.6870915293693542,0.6928119063377379,0.6948003768920898,0.6991449594497681,0.6908249855041504,0.6921414732933044,0.6988330483436584,0.6950323581695557
119,,,0.6833192706108093,0.6952927708625793,0.6947899460792542,0.6959962248802185,0.6921812295913696,0.6907467842102051,0.6971232891082764,0.6976369023323059
120,,,0.6859947443008423,0.6964722871780396,0.6953186988830566,0.6974909901618958,0.6922620534896851,0.6938083171844482,0.6977896094322205,0.6960486173629761
121,,,0.6875153183937073,0.6963670253753662,0.6981762051582336,0.6953257322311401,0.6918891668319702,0.6935136318206787,0.6965191960334778,0.6981958746910095
122,,,0.6879633665084839,0.6963379383087158,0.6956408023834229,0.6982854008674622,0.6914137005805969,0.6930925250053406,0.6996116638183594,0.7033154964447021
123,,,0.6888221502304077,0.6978241801261902,0.6971544027328491,0.6986551880836487,0.6925610899925232,0.6893765330314636,0.6986441612243652,0.6984211802482605
124,,,0.6862726211547852,0.6968278884887695,0.6994585394859314,0.6940993666648865,0.6925162672996521,0.6914262175559998,0.6979146599769592,0.700965166091919
125,,,0.6870135068893433,0.6974929571151733,0.6981848478317261,0.6978573203086853,0.6931878924369812,0.6943888068199158,0.700114905834198,0.7005379796028137
126,,,0.6880732774734497,0.6982109546661377,0.6971895098686218,0.6994965672492981,0.6922438144683838,0.6942452192306519,0.6989807486534119,0.7027928829193115
127,,,0.6888060569763184,0.6946122050285339,0.6979624032974243,0.7019505500793457,0.6896525621414185,0.6990453600883484,0.697906494140625,0.7047333717346191
128,,,0.6879144906997681,0.6989565491676331,0.6994941234588623,0.7001147270202637,0.6926954984664917,0.6993952989578247,0.6984279751777649,0.7067089080810547
129,,,0.6873392462730408,0.6977704763412476,0.6987457275390625,0.69944828748703,0.6960526704788208,0.6971856355667114,0.7017587423324585,0.6987549066543579
130,,,0.6872736215591431,0.6965310573577881,0.6987695097923279,0.701701283454895,0.6929406523704529,0.6923349499702454,0.6988985538482666,0.7020248174667358
131,,,0.6895471811294556,0.6992242932319641,0.6970980167388916,0.6977121829986572,0.6957505941390991,0.6966143846511841,0.7007602453231812,0.7027488350868225
132,,,0.689835786819458,0.6995899677276611,0.6983360648155212,0.7005327343940735,0.6959807276725769,0.7000362873077393,0.7026720643043518,0.7040219902992249
133,,,0.6891013383865356,0.7004119753837585,0.6981967687606812,0.7012720108032227,0.6953607797622681,0.6990385055541992,0.7006796598434448,0.7051999568939209
134,,,0.6892126202583313,0.6996615529060364,0.7007052898406982,0.7019784450531006,0.6969711184501648,0.6966978311538696,0.7014862298965454,0.7045980095863342
135,,,0.6905192732810974,0.699237585067749,0.7003769278526306,0.70320725440979,0.6961657404899597,0.7017260789871216,0.7036142945289612,0.7065657973289491
136,,,0.6929433941841125,0.7014365196228027,0.7001906037330627,0.7006576657295227,0.6957669258117676,0.6981523036956787,0.7016003131866455,0.7069321870803833
137,,,0.6909630298614502,0.7002800703048706,0.6999431848526001,0.700262725353241,0.6949536800384521,0.7043156027793884,0.7018784880638123,0.7032485604286194
138,,,0.6905748844146729,0.7008742094039917,0.7000049948692322,0.6982635259628296,0.695286750793457,0.6971631050109863,0.7011552453041077,0.7091963887214661
139,,,0.6920297741889954,0.7008505463600159,0.7037233710289001,0.7044825553894043,0.6976863145828247,0.6958140730857849,0.7035207748413086,0.7052525281906128
140,,,0.6931666731834412,0.7013850808143616,0.702297031879425,0.7049860954284668,0.6976196765899658,0.6957924962043762,0.7024177312850952,0.7048899531364441
141,,,0.6947397589683533,0.7023798227310181,0.7019459009170532,0.7036555409431458,0.698266863822937,0.7024306654930115,0.7041633725166321,0.7085317373275757
142,,,0.6947134733200073,0.6999063491821289,0.7012945413589478,0.704089879989624,0.6979100704193115,0.6950733065605164,0.7034388780593872,0.7085078954696655
143,,,0.6924694776535034,0.7027453184127808,0.7025786638259888,0.7046185731887817,0.6974256038665771,0.7003583908081055,0.7032264471054077,0.7046136260032654
144,,,0.6940127611160278,0.7024563550949097,0.7018284201622009,0.7002876996994019,0.6962369084358215,0.6976816654205322,0.7029706239700317,0.7073978781700134
145,,,0.6936789155006409,0.7030465602874756,0.7027763724327087,0.7051946520805359,0.6989580988883972,0.7044012546539307,0.7036828398704529,0.7060924768447876
146,,,0.692952036857605,0.7055723667144775,0.7032729983329773,0.7021008133888245,0.7022848129272461,0.7040322422981262,0.7046388983726501,0.7064199447631836
147,,,0.692135214805603,0.7030379772186279,0.7010095119476318,0.7055654525756836,0.6996005177497864,0.7034666538238525,0.7059298753738403,0.7080766558647156
148,,,0.6953434348106384,0.7020551562309265,0.7018870711326599,0.7013891339302063,0.6982195377349854,0.7005766034126282,0.7069639563560486,0.7083262205123901
149,,,0.6950144171714783,0.7027096152305603,0.7054635286331177,0.7046332359313965,0.6974360942840576,0.7034656405448914,0.7058643102645874,0.7053865194320679
150,,,0.695663571357727,0.7054823637008667,0.7035652995109558,0.701553463935852,0.6994928121566772,0.6980646848678589,0.7029334306716919,0.7074055075645447
151,,,0.6967906355857849,0.7054358124732971,0.7034412622451782,0.7011683583259583,0.7004339098930359,0.7051952481269836,0.7049263715744019,0.7094267010688782
152,,,0.697113037109375,0.7044752836227417,0.7060653567314148,0.7095953226089478,0.7025479078292847,0.6976417303085327,0.7053189873695374,0.7068086862564087
153,,,0.6944848299026489,0.7055937647819519,0.7038714289665222,0.7043834924697876,0.7004740238189697,0.7006074786186218,0.7052161693572998,0.7072425484657288
154,,,0.6956852078437805,0.7038759589195251,0.7053889036178589,0.7041772603988647,0.7021240592002869,0.7007766366004944,0.7048705816268921,0.7055551409721375
155,,,0.6968709230422974,0.7054333686828613,0.7044543623924255,0.7040469646453857,0.6998128890991211,0.7022445797920227,0.7064965963363647,0.7061538100242615
156,,,0.6973868012428284,0.7073193192481995,0.706964373588562,0.7093883156776428,0.7016891837120056,0.7040765881538391,0.707647442817688,0.7053826451301575
157,,,0.6968106627464294,0.7077586650848389,0.7056527137756348,0.7059473991394043,0.6997060179710388,0.7039099335670471,0.7076835036277771,0.7075755000114441
158,,,0.6979070901870728,0.7064208984375,0.7050978541374207,0.7050356268882751,0.6963294744491577,0.7020965218544006,0.7067620158195496,0.7089458107948303
159,,,0.6972757577896118,0.7044022083282471,0.7036014199256897,0.7077709436416626,0.7029605507850647,0.7039780616760254,0.7084242105484009,0.7087421417236328
160,,,0.699524998664856,0.7053772807121277,0.7074590921401978,0.7069211602210999,0.7028646469116211,0.7038590908050537,0.7052704095840454,0.7090934514999391
161,,,0.6991798877716064,0.7082571983337402,0.7069766521453857,0.7103270292282104,0.7028239965438843,0.7030401229858398,0.7080430388450623,0.7133908271789551
162,,,0.698219358921051,0.7083061337471008,0.7074771523475647,0.708135724067688,0.7013782262802124,0.7090140581130981,0.7071722149848938,0.7116456627845764
163,,,0.698412299156189,0.7071220874786377,0.7060670852661133,0.7093454599380493,0.7030500173568726,0.7091076970100403,0.7091376185417175,0.714233934879303
164,,,0.6980696320533752,0.7110280394554138,0.7081671357154846,0.7081985473632812,0.7033156156539917,0.7021012902259827,0.7098618149757385,0.7135105133056641
165,,,0.6976076364517212,0.7067111730575562,0.7082202434539795,0.7101592421531677,0.7013409733772278,0.7073356509208679,0.7095101475715637,0.7100369334220886
166,,,0.7000050544738771,0.709467887878418,0.7095924019813538,0.7069950699806213,0.7031607031822205,0.7044865489006042,0.7079610228538513,0.7134233713150024
167,,,0.6989070177078247,0.7069645524024963,0.7069545388221741,0.7064415812492371,0.7055563926696777,0.7099384069442749,0.7077484726905823,0.714085042476654
168,,,0.702225923538208,0.7106077075004578,0.7091896533966064,0.7108129858970642,0.7031492590904236,0.7032816410064697,0.7089681625366211,0.7095488905906677
