,pw_accuracy,pw_precision,pw_recall,pw_f1,pw_specificity,pw_iou,ow_precision,ow_recall,ow_f1,ow_iou
0,0.9584479256281777,0.8385317013257302,0.8483526461243478,0.8434135852338116,0.9751771576699862,0.7292266055228681,0.5248314492137592,0.5315673361924572,0.5269084087668654,0.6917750531123344
